"","technology","icc","icc.lbound","icc.ubound","kripp","fleiss","fleiss.z","fleiss.p","p.anova","num","no.coders"
"1","Social media have",0.89665211062591,0.756621804754563,0.972487114194396,0.385627297029992,0.164821607202401,5.56011349824904,2.69599267355147e-08,"< 0.05",11,11
"2","Gamification",0.90731592566455,0.774781467152418,0.978019774854445,0.362085423012189,0.108952833600248,4.83748505121715,1.31492270782907e-06,"< 0.05",14,14
"3","Tools for sensory impaired citizen scientists",0.873303741280913,0.641113326326516,0.979377595351648,0.390921301183429,0.0828571428571428,2.46588272578574,0.0136676074564579,"< 0.05",11,11
"4","Virtual reality",0.823920265780731,0.51976944260035,0.964818308673685,0.217986505829839,0.0396902226524685,0.85596451380547,0.39201740827863,"< 0.05",8,8
"5","Wildlife cameras",0.908523971769287,0.76556651462642,0.981437070776949,0.234809587999724,0.0970281940563881,4.45071308070307,8.55856260217891e-06,"< 0.05",15,15
"6","DNA-based technologies",0.923605643044619,0.822228222773728,0.979585607222249,0.406537754074333,0.203392420537897,9.23630686909844,0,"< 0.05",13,13
"7","Technologies to increase data quality and reduce uncertainty",0.763279036827196,0.364349937353134,0.952520837904466,0.302784134852383,0.0876129827444535,2.25843545170255,0.0239185245836313,"< 0.05",9,9
"8","GPS tracking devices",0.65668202764977,-0.448982168379229,0.991300077334777,0.16561039829289,0.00799654203587629,0.227917957775104,0.819710021822417,"< 0.05",15,15
"9","Low earth orbit ultrafast broadband",0.80359585694743,0.464337724543121,0.960757380929027,0.167846261437717,0.0653465346534653,1.4557626912567,0.14545823271266,"< 0.05",8,8
"10","Push Notifications",0.58245729303548,-0.212428077972427,0.932382292130258,0.118444290671734,-0.0121895124195033,-0.316241109277251,0.751819506915893,"< 0.05",9,9
"11","Chatbot",0.737971130713713,0.338850690453207,0.938523222365274,0.0922973488758052,0.0263852242744063,0.82773779226296,0.407819011376165,"< 0.05",9,9
"12","Augmented reality",0.194444444444445,-1.24311031244047,0.839854452475054,0.0160817279792315,0.032520325203252,0.662269883507773,0.507798274252821,"< 0.05",7,7
"13","Neural marketing",-2.5,-12.0237806682029,0.75219740406466,0.0277008648436368,-0.0679513184584179,-1.52258527974543,0.127862494858233,"< 0.05",9,9
"14","Digital twins",NA,NA,NA,-0.000124072536941799,-0.0769230769230769,-1.21486081815697,0.224419179970387,"< 0.05",14,14
"15","Robots",-0.791208791208792,-7.69935990428629,0.954568410128286,0.113508279588901,-0.0714285714285714,-1.00097799534377,0.316837446817985,"< 0.05",8,8
"16","Ecological interaction approaches",0.866397849462366,0.582344424316527,0.984116032853608,0.105440112677535,0.0412371134020618,1.10733968732821,0.268147091541717,"< 0.05",11,11
"17","Machine learning",0.798035604665439,0.464203102109632,0.959370418014606,0.130784398306387,0.0225413923798125,0.622532233839445,0.533591955196785,"< 0.05",10,10
"18","Image analysis satellites",0.909655172413793,0.787243249757129,0.975948740322031,0.393668467805872,0.135858453473132,5.77352846547069,7.76284836412344e-09,"< 0.05",11,11
"19","Drones",0.948576592860371,0.845335907761206,0.993849195233709,0.378471721216905,0.157161515019591,6.36289411559841,1.97987182204429e-10,"< 0.05",16,16
"20","Adaptive sampling",0.593463302752294,-0.0257703947769579,0.904619036043136,0.108121263140678,-0.0170768458061276,-0.552887912021647,0.580340165221072,"< 0.05",9,9
"21","Internet of things",0.50765306122449,-0.19547029117025,0.870176091314594,0.130971370298355,0.0617955072347909,1.59730907435993,0.110196829057533,"< 0.05",8,8
"22","Open data and open source",0.774245472837022,0.422365422534532,0.947241039232608,0.161034384220487,0.0554644545191473,1.40272394251181,0.160699174820659,"< 0.05",8,8
"23","Data exchange tools",NA,NA,NA,0.168682261060109,-0.125,-0.954657319274037,0.33975102031458,"< 0.05",9,9
